time,Checkout1,Checkout2,Checkout3,Checkout4,Checkout5,Checkout6,Checkout7,Checkout8,Checkout9,Checkout10,Checkout11,Checkout12,Checkout13,Checkout14,Checkout15,Checkout16,Checkout17,Checkout18
368.057080513003,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
375.3633539931614,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
380.8734597841196,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
381.9025076615922,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
386.36184873020284,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
388.1678206032565,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
390.4919700438942,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
401.36665025827654,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
406.0712078969489,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
407.7724999158654,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0
411.6068000926808,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
412.7308331706514,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0
413.4016928601238,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1
415.3220242960813,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0
423.27897019486034,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0
426.110228998318,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
427.6131423117407,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1
431.27599424627084,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
434.62741354889977,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
448.2281129933206,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
469.81996176257456,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
475.28489380504544,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
483.1626831430905,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
484.8023229631089,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
492.345214901451,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
497.5411070711746,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
501.6842803995771,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
502.9272012946249,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
507.7960998449769,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
513.2267129560726,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
514.6401687197326,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
516.4806486505505,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
525.6997300209222,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
525.7888835482412,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0
527.1234774964,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0
535.1385264716993,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0
538.526600415879,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0
538.7956058531057,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
544.0606696870684,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0
555.0147347901677,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
557.1662674990323,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0
565.1759982240587,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1
566.6801531202726,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0
570.8068463550736,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0
570.8755760920646,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
572.1825639382496,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
574.3726055531243,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
576.7685785277457,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
578.6451328945761,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0
587.9854130652872,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0
591.5778529537669,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1
592.3672726989467,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0
593.8450222918643,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
595.9319050732335,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1
598.2098161020831,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0
603.661830411024,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0
608.4637240097109,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0
611.7910582895021,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
612.4551840337267,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
615.247796979414,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
615.5875122285529,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
617.6413177575673,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
622.9624531196039,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
627.5302472932726,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
629.1374288398008,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1
630.670671087928,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
630.858211974163,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
632.600313205642,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
638.3608126590398,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0
643.459675318581,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
645.3429110912267,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
648.5227286182918,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
654.9872479524628,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
660.104017376232,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
660.1893307793003,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
674.343081470832,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0
676.562769659248,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
685.0436016378496,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
691.2205281680639,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
702.6683100634722,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
702.6792525993444,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
706.3471102423215,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
711.4277628119193,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
712.8988375639827,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
715.2246038520808,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
720.1027825236642,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
722.246090444304,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
731.2673251266092,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0
731.969174895213,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1
743.7736952127243,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0
744.9892687893034,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
745.698546325463,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
746.8790010032156,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
747.8239754476265,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
752.8337384017879,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
757.5871538316558,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
760.1535261651095,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
763.9829880317945,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
764.7383701887392,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
769.330513257478,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
781.2786865166203,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
787.0495814105974,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
792.5795858885704,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
792.9512150280658,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0
796.6555202678716,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
797.5042065583139,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0
799.187892731351,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
799.1917596916543,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
803.3747917067598,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0
804.4198063708028,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0
810.8157141553411,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
811.3464810044767,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0
819.4635091502302,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
820.8622529112054,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
823.2811957853307,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
825.6189796008832,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
825.8738099147453,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
826.0715349849457,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
826.1058229977684,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
826.3504921717048,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
838.0970059254408,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
840.3900895421133,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
843.9285025665905,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0
845.1271321328793,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
845.1911270219065,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
853.8474940804455,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
854.0046992333921,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
854.6249466737274,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
859.6320362640488,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
860.8557209276197,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
864.8772602885988,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
869.897425804756,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
870.6124213012788,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
871.327495150507,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
883.878659909138,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
888.8833445084658,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
888.9519585446047,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
896.1688002110018,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0
896.7380822790499,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
922.8854442298986,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0
934.2986074036633,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
941.9457038795558,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
943.0852498506737,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
945.5891169891272,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
946.812962327364,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
947.4681977150223,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0
951.3045020046922,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1
953.6430452465564,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
959.684585034403,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0
960.4510759320516,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
963.5955378109039,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
969.5199382711245,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
970.5897712075752,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0
970.6114799364605,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
976.5196272582211,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
979.7809031463436,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
980.518686642066,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
981.8061110531685,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
986.4999780735553,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0
987.2772356952634,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0
988.6376111407632,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
993.4580923682294,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
998.0605049658496,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0
998.3595963568112,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
1001.0930922471291,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
1003.8323394916599,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0
1008.271774349172,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0
1015.4154961635428,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0
1016.5630723232337,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1
1017.9452912369283,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1
1022.95824105676,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1
1024.0578245275378,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1
1026.1731647683082,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1
1027.5583296558439,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1
1030.340168764007,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1033.7798816358854,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1045.4676140952838,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1048.0052659521132,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
1052.9403629634157,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
1053.1067911040868,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
1053.8635693993617,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1063.9783981353012,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
1067.1778047544408,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
1068.197253936079,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1068.4759267315733,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1069.8119284721377,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1071.1127065583369,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1072.9668935383188,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1075.9684766894409,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1084.574209978703,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
1085.6844271909551,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1088.4764878314459,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1096.4958159407981,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
1103.9296523277492,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0
1106.1508772228829,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0
1111.7987357478896,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1114.0281888406087,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0
1119.0032145105079,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0
1122.7600057417044,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
1124.0451443832862,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0
1130.1777923141008,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
1132.6048553425921,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
1137.2527176826864,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
1141.4424520713112,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
1143.610170519687,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0
1149.930401509043,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
1150.8016332612224,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
1154.0168208365485,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
1162.0996866165478,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
1163.7309684204731,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
1165.252596443704,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
