customer_id,arrival_time,departure_time,processing_rate,time from queuing to checkout,checkout id
2962,16.87885690187155,28.966221837880667,12.087364936009118,12.087364936009116,9
2965,21.059787950948547,46.455958581162214,25.396170630213668,25.396170630213668,17
2976,42.73896334731336,52.080379635486814,9.341416288173455,9.341416288173455,12
2960,8.756724384472188,58.80135902407128,50.044634639599096,50.044634639599096,16
2967,26.11322484273736,60.497079594495574,34.383854751758214,34.383854751758214,1
2972,38.33605918172036,62.16171833084943,23.825659149129073,23.825659149129073,10
2966,21.688500841259486,74.08608503085432,52.39758418959484,52.39758418959484,11
2984,69.98682048949102,75.0436567725384,5.056836283047368,5.0568362830473745,9
2963,17.981984109334924,80.1735240631391,62.191539953804174,62.191539953804174,20
2980,61.928075097131895,83.19156462739912,21.263489530267226,21.263489530267222,13
2975,41.474265567041165,92.72402937017681,32.226949775681234,51.24976380313564,1
2985,71.55697298517526,94.25092717965576,22.6939541944805,22.693954194480497,6
2981,62.10220262134494,95.50394760818577,2.7799182380089666,33.40174498684083,1
2983,69.57493237622822,99.21508627958926,29.640153903361046,29.64015390336104,8
2991,93.2830703595436,101.4126844706732,8.129614111129593,8.129614111129598,17
2995,103.11619212553424,110.61916966782387,7.502977542289625,7.502977542289628,13
2969,29.485362696076244,115.5160909017823,41.430005870927985,86.03072820570605,11
2971,34.40892040161936,115.55556390489858,56.75420488082729,81.14664350327922,16
2987,80.12956516409594,121.05206030709138,26.801133127435627,40.922495142995444,6
2973,38.91613485727595,125.0062922484534,44.83276818531431,86.09015739117746,20
2959,8.479194694329905,126.92602765502697,118.44683296069707,118.44683296069707,19
2996,104.14624250810172,127.12850617577425,6.076445868682866,22.982263667672527,6
3003,121.10809637600521,128.30325522138546,7.195158845380254,7.195158845380249,11
2990,92.79200999264769,136.79841907571057,44.00640908306289,44.00640908306288,9
2970,34.15332118368784,136.8507476476232,102.69742646393536,102.69742646393536,14
2974,39.501882243680946,138.02574809922226,98.5238658555413,98.52386585554132,18
2997,113.69882907256861,142.08556130061666,5.287142224906095,28.386732228048047,9
3004,133.02240891443236,146.86023499832268,13.83782608389033,13.83782608389032,15
3005,141.55188893556218,149.61274632056137,8.060857384999187,8.060857384999196,6
2979,58.5799653432612,156.84875810822123,18.823010008998978,98.26879276496004,18
3002,118.96261759975354,161.52802148377492,42.56540388402139,42.56540388402138,13
3006,148.20103277139165,164.92854483025033,16.727512058858668,16.72751205885868,15
2992,94.73150712561525,171.96643570483076,46.960143456377345,77.2349285792155,20
2958,8.176663795385586,178.60705024353263,170.43038644814703,170.43038644814703,3
3008,151.38872167509308,178.63098965890796,27.242267983814887,27.242267983814884,17
3018,177.05177718594243,179.13794674151347,2.0861695555710362,2.086169555571047,11
2993,100.12752795173517,179.62800981510264,79.50048186336745,79.50048186336747,12
2989,89.05453759664431,183.41253908544257,94.35800148879827,94.35800148879827,5
2994,101.71820211233477,184.89627209138598,1.4837330059434022,83.17806997905122,5
3016,174.80543845775114,185.76342301791638,7.132433359008415,10.957984560165244,17
3014,171.3916365660614,189.80455139787767,18.41291483181627,18.412914831816266,1
2961,12.568307082556046,192.61962853519998,65.69360088017301,180.05132145264395,19
3015,173.39519304909203,196.95016596684133,23.554972917749303,23.554972917749296,23
2968,28.358673422904157,199.42030367600748,20.813253432474852,171.06163025310332,3
3022,188.30258386199176,205.5137448229725,6.0934411469650325,17.21116096098075,3
2964,18.764501412078044,211.34003099213427,192.57552958005624,192.57552958005624,4
3001,117.1143705927984,215.86134016008785,98.74696956728945,98.74696956728945,21
3013,167.73597971514607,217.64182264357626,49.90584292843019,49.90584292843019,8
2998,114.93361117395669,220.28652505492528,105.35291388096857,105.35291388096859,10
3025,197.46445152433117,221.2231738084762,23.758722284145023,23.758722284145023,19
3021,186.02889072665832,233.8977568287903,47.868866102131975,47.86886610213199,2
3023,192.79248317409025,236.42478050733402,43.63229733324378,43.63229733324377,9
3028,202.25994463795456,237.5027958750291,35.242851237074554,35.24285123707455,6
2982,64.97595320947454,238.62714485692513,173.6511916474506,173.6511916474506,22
3007,149.44068104292134,241.45100538623836,21.16448033131308,92.01032434331702,10
3030,212.67756398174726,243.4658412096634,5.9630453346343,30.788277227916154,6
3033,226.4097174789087,245.5950570528925,19.185339573983804,19.18533957398381,16
3034,237.2150234478362,249.98234352360288,12.767320075766701,12.76732007576669,19
3036,240.34175926632753,261.919438409215,20.468433022976612,21.57767914288746,10
3029,210.9224436112577,262.28123037793,51.358786766672324,51.358786766672296,18
3000,116.11252013253514,266.8577215307936,87.22971171569091,150.74520139825844,12
3037,250.60777365833346,267.82591042373946,17.218136765405987,17.218136765406,16
3039,257.24452511646024,269.58062621373057,12.336101097270351,12.33610109727033,6
3035,237.9175454523898,271.6401887373641,33.72264328497429,33.72264328497431,3
3017,176.35980937305635,285.66849745423275,69.80715729414489,109.3086880811764,21
3038,251.74991656260258,286.3365566131782,34.58664005057561,34.586640050575596,5
3010,155.37125268304473,287.4205108931184,132.04925821007367,132.04925821007365,23
3040,266.6179058412699,291.8351205918584,25.21721475058854,25.21721475058854,2
3011,159.52698332865668,295.5903886936434,56.96324383671822,136.0634053649867,22
3012,167.41837243388838,299.48710625783326,132.06873382394485,132.06873382394488,13
3047,282.97088378202494,299.5583957802346,13.221839167056428,16.587511998209663,5
3031,220.17065673468528,304.0795163311253,83.90885959644001,83.90885959644004,8
3032,226.1624062039197,304.8184462252469,19.14994877101414,78.65604002132719,21
2977,47.55443433462441,305.29290099295974,168.44215334533658,257.7384666583353,14
3053,303.87513437523353,314.04169396667635,10.166559591442812,10.16655959144282,6
3044,278.6286027037751,319.14002406810783,23.549635374464447,40.51142136433276,22
3026,198.60519974679914,320.7819321768594,122.17673243006027,122.17673243006027,1
2978,54.927745156343086,320.9072544568446,109.56722346471037,265.97950930050155,4
3054,309.3059439002843,321.99255439905534,12.686610498771037,12.686610498771017,16
3019,177.57897151373726,326.8853604182709,27.398254160437677,149.30638890453366,13
3020,179.97382057947362,327.0581340086054,147.0843134291318,147.08431342913178,23
3055,312.733806101348,327.12497309593033,6.217718639085725,14.391166994582306,4
3046,282.577397485446,332.5631030654673,40.727982473608904,49.98570558002132,2
3051,299.14985766131275,335.2507784521774,36.100920790864656,36.10092079086468,15
3062,334.552308383206,339.43700693457663,4.884698551370591,4.8846985513706045,21
3043,275.9432001363317,341.23207633871397,65.28887620238224,65.28887620238226,18
3041,270.43328043271924,342.8939967441247,22.11206456726528,72.46071631140546,1
3063,336.2748708055349,348.9516987605943,12.676827955059427,12.676827955059423,17
3058,316.5694488848265,349.1907920924473,32.621343207620804,32.62134320762078,6
3067,352.6109376526826,355.8467008318417,3.235763179159128,3.2357631791591075,19
3048,287.15371748982534,365.76898108480924,78.61526359498392,78.6152635949839,11
3068,364.83646014920214,377.43657415588683,12.600114006684713,12.600114006684692,5
3069,374.0228465494846,380.0881510461867,6.065304496702108,6.065304496702083,20
3045,281.1141076286933,386.0320857478253,44.80000940911133,104.91797811913199,18
3071,385.0785505103577,391.04628675266474,5.967736242307096,5.967736242307069,6
3070,383.88372877559,397.28896903596296,13.405240260372985,13.405240260372977,10
3074,397.1908010369472,398.7515385161584,1.5607374792111761,1.560737479211184,15
3075,400.54222033957615,401.59870580393147,1.056485464355346,1.056485464355319,21
3009,152.03984450413202,403.5467852653213,98.25388427236157,251.5069407611893,14
3077,401.5748421523015,405.87023361059784,4.295391458296323,4.295391458296308,16
2986,78.27099653165602,412.434822485394,334.163825953738,334.163825953738,23
3072,388.561553031466,412.61509675794747,15.32612772198448,24.05354372648145,10
2988,81.89202445867834,414.42504963477137,332.533025176093,332.533025176093,23
3042,275.26932210570556,419.6443081220036,144.37498601629807,144.37498601629807,7
3061,326.5974616387614,424.950281106871,98.35281946810963,98.3528194681096,12
3049,288.5755666321144,433.00930243490535,128.92978610378003,144.43373580279098,8
3080,412.66086314737856,449.3645936931375,36.70373054575895,36.70373054575896,10
3060,325.56841376128875,452.29532977423196,48.748544508910626,126.7269160129432,14
3059,320.0583079703306,457.90882541605225,38.264517294048616,137.85051744572166,7
3083,429.5428205838468,460.01697319736417,30.47415261351741,30.47415261351739,6
3066,349.9830580672968,466.5052395917254,116.52218152442862,116.52218152442862,9
3050,298.63196224732064,479.99179199219094,114.2228109073817,181.3598297448703,11
