time,Checkout1,Checkout2,Checkout3,Checkout4,Checkout5,Checkout6,Checkout7,Checkout8,Checkout9,Checkout10,Checkout11,Checkout12,Checkout13,Checkout14,Checkout15,Checkout16,Checkout17
221.54629689785028,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
222.71098836055515,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0
224.9846814958886,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
229.02395252536778,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0
234.29124201396982,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0
235.13028776252355,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
236.27103598499153,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
236.48242192453108,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1
238.60358327923979,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
247.26608225254293,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
248.11760606078957,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
255.6106988137276,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
257.4072608212815,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
258.1797614450416,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
259.8286243919704,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
270.63393036089786,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
270.94978335879347,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0
271.72372492232734,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
274.1479387362651,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0
284.413953128271,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0
284.8584221248732,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1
285.00366199555225,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0
285.26448797978475,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
286.1222753507543,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0
297.27935460353115,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
297.9532326341573,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
300.63863520160066,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0
301.44964419929426,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1
302.463403675628,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0
306.6462373834284,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
310.7294042644605,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
312.8303879571351,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
316.1692061373704,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
317.7914688258626,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
318.61997229724875,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
318.7543007825741,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
327.35484671723447,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
329.3781486953684,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
331.7227723848929,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
334.3128169939753,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
337.21025892192245,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
339.26322804245746,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
347.2283117697106,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
348.25735964718325,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
352.7167007157939,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
356.03944999061406,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1
356.76025725611714,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1
365.16368705071216,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
372.74920973464526,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1
373.8834500917937,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1
386.10897258831324,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1
386.1535551476938,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
394.11050104647285,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1
395.27953283668415,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
398.1107916401418,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1
403.0771877110929,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
403.1511923454675,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1
403.35787711985995,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1
404.1132561968506,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
411.7369145302477,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0
412.0304962342909,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0
418.9890247063669,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
419.2857987372092,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0
420.81298219589,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
428.3558741342321,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
429.3618813553946,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
431.0253265230091,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
435.8555988589057,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
438.1616074773779,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
438.85965675344517,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
445.0763458875148,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
445.70087673939423,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
457.600809120774,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
457.85870081107214,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
458.76619832508686,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
458.86823391332274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
460.14621373112453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464.250223683688,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1
466.18866342913003,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
466.37658393012526,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
466.64558936735204,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
466.8531907531759,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
467.2302622714455,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1
478.18432737454475,1,1,0,1,1,1,2,1,2,2,1,1,2,0,1,1,0
478.8441216178599,1,1,0,1,1,1,2,1,2,2,1,1,2,0,1,1,1
481.34599709772,1,1,0,1,1,1,2,1,2,2,1,1,2,1,1,1,0
485.47269033252104,1,1,1,1,1,1,2,1,2,2,0,1,2,1,1,1,0
485.541420069512,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,0
488.7370879673357,1,1,1,1,1,1,2,1,2,2,0,1,2,1,1,1,1
490.87876505644624,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1
498.601677123381,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1
500.9976500980024,2,1,1,0,0,1,2,0,2,2,1,1,2,1,1,2,1
502.50531743406464,2,1,1,0,1,1,2,0,2,2,1,1,2,1,1,2,1
506.5068639770823,2,1,1,0,1,1,2,1,2,2,1,1,2,1,1,2,1
512.686406522858,2,1,1,1,1,1,2,1,2,2,1,0,2,1,1,2,1
513.4758262680378,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1
514.3768733407237,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1
515.6121997538297,2,0,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1
516.5608737443231,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1
517.3647220722197,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1
522.1666156709066,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1
528.6012598344771,2,0,2,1,0,1,1,1,2,2,1,2,2,0,1,1,0
528.940975083616,2,0,2,1,1,1,1,1,2,2,1,2,2,0,1,1,0
530.9947806126304,2,0,2,1,1,1,1,1,2,2,1,2,2,0,1,1,1
535.6101736845908,2,0,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1
539.3419674892541,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1
546.15525502341,2,1,1,1,1,2,1,1,1,2,0,2,2,1,0,1,1
549.1011131961316,2,1,1,1,1,2,1,1,1,2,0,2,2,1,1,1,1
549.6611687539486,2,1,0,1,1,2,1,1,1,2,1,2,2,1,1,1,1
551.6712453337849,2,1,1,1,1,2,1,0,1,2,1,2,2,1,1,1,1
554.3910357185065,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,0
554.494160262193,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1
557.3188847109757,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1
559.6831392009781,2,1,1,2,1,2,1,0,1,2,1,2,2,2,1,1,1
563.2617256073144,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1
565.14496137996,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1
565.5371239147983,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2
568.5572264810723,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2
570.2856716547075,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2
575.4024410784767,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2
577.9822560507242,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2
591.733463528553,2,2,1,2,2,2,2,1,2,2,0,1,1,2,2,1,1
592.0823067355126,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1
596.1966190998539,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1
596.3402967134207,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1
596.8511846104543,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2
598.9814083400822,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2
600.9070734844375,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1
601.7161142959037,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2
601.7598612322824,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2
602.1004463911869,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
607.1810989607847,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
608.6521737128481,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
610.9779400009462,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
613.2297951855081,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
613.2788117630014,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
618.5522027670999,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
624.2336842138068,2,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2
625.4492577903859,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2
626.1585353265455,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2
627.3389900042981,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
628.6989632514379,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
630.5098513417602,2,3,2,2,2,2,2,3,2,1,2,2,2,2,2,3,2
634.5772384408866,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2
637.56705243704,2,3,2,2,2,2,2,3,2,1,2,2,2,2,2,3,3
641.8420845474783,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,3,3
644.408456880932,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2,3,3
645.0066993974705,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3
645.3312103282517,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3
646.9968732245738,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3
649.7053041998511,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3
661.6534774589934,3,3,2,2,1,3,2,3,3,2,2,2,2,2,2,3,3
667.4243723529705,3,3,2,0,2,3,2,3,3,2,1,2,2,1,2,3,2
667.6151242333077,3,3,2,1,2,3,2,3,3,2,1,2,2,1,2,3,2
671.3194294731135,3,3,2,2,1,3,2,3,3,2,1,2,2,1,2,3,2
672.1681157635558,3,3,2,2,1,3,2,3,3,2,2,2,2,1,2,3,2
673.8518019365929,3,3,2,2,1,3,2,3,3,2,2,2,2,2,2,3,2
675.8575381144498,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2
680.0405701295552,3,3,1,2,2,2,2,3,3,2,2,2,3,2,2,3,2
682.4921437753759,3,3,2,2,2,2,1,3,3,2,2,2,3,2,2,3,2
688.8880515599142,3,3,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2
689.4188184090498,3,3,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2
691.4594443345251,3,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,1
692.8581880955003,3,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2
695.2771309696257,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,3,0
695.3857715599288,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,3,1
695.9805842886917,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,3,1
696.1783093588922,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,3,2
704.9930831904034,3,3,2,2,2,1,3,3,3,3,2,2,3,2,2,3,2
707.5628831183423,3,3,2,2,2,2,3,3,3,3,2,2,3,2,2,3,2
719.3093968720783,3,3,2,1,2,2,1,3,3,3,2,2,3,2,2,3,2
721.6024804887508,3,3,2,1,2,1,2,3,3,2,2,2,3,2,2,3,2
723.9984438627716,3,3,2,2,2,1,2,3,3,2,2,2,3,2,2,3,2
725.1970734290604,3,3,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2
725.2342892962486,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,3,2
726.1103243868197,3,3,2,2,2,3,2,3,3,2,3,2,3,2,2,3,2
734.7666914453587,3,3,2,1,2,3,2,3,3,2,3,2,3,2,2,3,2
738.7889924200637,3,3,2,1,2,2,2,3,3,1,3,2,3,2,2,3,2
743.796082010385,3,3,1,0,2,1,2,3,3,2,3,2,3,2,2,3,2
753.2095361097569,3,2,1,1,2,1,2,3,3,2,3,2,2,2,2,3,2
753.4811613748645,3,2,1,1,2,1,2,3,3,2,3,2,2,2,2,3,2
754.1961568713873,3,2,2,1,2,1,2,3,3,2,3,2,2,2,2,3,2
754.3343689899581,3,2,2,2,2,1,2,3,3,2,3,2,2,2,2,3,2
754.5695461081485,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,2
762.7473630024127,3,2,1,2,2,2,2,3,3,2,3,2,2,2,2,3,1
766.7008569024739,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,1
771.7055415018017,3,2,2,2,2,2,2,3,3,2,3,2,1,2,2,3,2
771.7741555379406,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,2
778.9909972043376,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2
782.9218953963725,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2
787.9723604198167,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2
788.3542579411809,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,2
790.1455009952339,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3
796.6788158031021,3,2,3,2,2,2,2,3,3,3,3,2,2,2,3,3,3
804.3259122789947,3,1,3,2,2,3,2,3,3,3,2,2,2,2,3,3,3
804.84985622789,3,2,3,2,2,3,2,3,3,3,2,2,2,2,3,3,3
806.7603664575663,3,2,3,2,2,3,2,3,3,3,3,2,2,2,3,3,3
809.1827050100578,3,2,3,2,2,3,3,3,2,3,3,2,2,2,3,3,3
809.8379403977161,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,3,3
813.674244687386,3,3,3,1,2,3,3,3,2,3,3,2,2,3,3,3,3
814.3002115518307,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,3
816.503442542656,3,3,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3
817.2754359231188,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3
818.8963121691154,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3
819.2919525459853,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
820.0733140930523,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
834.1117195417748,3,3,4,3,3,3,2,3,3,1,3,2,1,3,3,3,3
835.2902989661759,3,3,4,3,3,3,2,3,3,2,3,2,1,3,3,3,3
855.1529254577927,3,3,4,3,3,3,2,3,3,2,3,2,1,3,3,3,3
858.4142013459151,3,3,4,3,3,3,2,3,3,1,3,2,2,3,3,3,3
866.1630670338558,3,3,4,3,3,3,2,3,3,2,3,2,2,3,3,3,3
868.9371426147015,3,3,4,3,3,3,3,3,3,2,3,2,2,2,3,3,3
870.224567025804,3,3,4,3,3,3,3,3,3,2,3,2,2,3,3,3,3
872.846286500428,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3
874.1709338292936,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3
874.9481914510017,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
876.3085668965015,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3
879.396384781303,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3
884.2168660087692,3,2,4,3,3,4,3,2,3,4,3,3,2,4,2,3,3
884.7256994751825,3,2,4,3,3,4,3,2,3,4,3,3,3,4,2,3,3
885.024790866144,3,3,4,3,3,4,3,2,3,4,3,3,3,4,2,3,3
886.0867449934572,3,3,4,3,3,4,3,2,3,4,3,3,3,4,3,3,3
888.825992237988,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3
891.4319841562293,3,3,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3
896.3693612708375,3,3,4,3,4,4,3,3,3,4,3,3,3,4,3,3,2
897.2217229358768,3,3,4,3,4,4,3,3,3,4,3,3,3,4,3,3,3
902.8507722889077,3,4,4,2,4,4,3,3,3,4,3,3,3,4,2,3,3
907.8637221087395,3,4,4,3,4,4,3,3,3,4,3,3,3,4,2,3,3
908.4442596675553,3,4,4,3,4,4,3,3,3,4,3,3,3,4,3,3,3
909.543843138333,3,4,4,3,4,4,3,3,3,4,3,3,3,4,3,3,4
910.7097705911809,3,4,4,3,4,4,3,3,3,4,3,3,3,4,4,3,4
912.8251108319512,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,3,4
914.351276526128,4,3,4,4,4,4,3,3,3,4,3,3,3,4,4,3,4
919.832841665243,4,3,4,3,4,4,3,3,4,3,3,3,3,4,4,3,4
920.2623660435358,4,3,4,3,4,4,3,3,4,3,3,4,3,4,4,3,4
931.9500985029342,4,3,4,2,4,4,4,3,4,3,3,4,2,4,4,3,4
937.3507434704152,4,3,4,2,4,4,4,3,4,3,3,3,3,4,4,3,4
937.3708387217122,4,3,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4
937.5372668623833,4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,4
938.2940451576582,4,3,4,4,4,4,4,3,4,3,3,3,4,4,4,3,4
939.8358464335079,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,4
950.3641461092402,4,4,3,4,4,3,4,3,4,3,3,4,4,2,3,3,4
951.4080898359529,4,4,3,4,4,3,4,3,4,3,3,4,4,3,3,3,4
959.4343550516573,4,4,3,4,4,3,4,4,4,3,3,4,3,3,3,3,4
960.7703567922217,4,4,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4
962.0711348784208,4,4,3,4,4,3,4,4,4,4,3,4,3,3,3,4,4
963.9253218584029,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4
968.7134688445434,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4
977.3192021338054,4,3,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4
978.1163935715334,4,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3
980.9123457993559,4,3,3,4,4,3,4,4,3,4,4,3,4,3,4,4,2
981.7787449996961,4,3,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3
989.212581386647,4,4,3,4,4,2,4,4,1,4,4,3,4,2,4,3,3
991.5567932160143,4,4,3,4,4,2,4,4,2,4,4,3,4,1,4,3,3
993.7862463087332,4,4,3,4,4,2,4,4,2,4,4,3,3,2,4,3,3
994.6725547320983,4,4,3,4,4,2,4,4,3,4,4,3,3,2,4,3,3
998.2890662503717,4,3,2,4,4,2,4,4,2,4,4,3,3,3,4,3,3
1004.4217141811861,4,3,2,3,4,2,4,4,3,4,4,3,3,3,4,3,3
1007.356760005477,4,3,2,3,4,3,4,4,3,4,4,3,3,3,4,3,3
1009.7838230339684,4,3,3,3,4,3,4,4,3,4,4,3,3,3,4,3,3
1014.4316853740626,4,2,3,3,4,3,4,4,4,4,3,3,3,2,4,3,3
1017.7205157747181,4,2,3,3,4,3,4,4,4,4,3,2,3,3,4,3,2
1020.2513919313709,4,3,3,3,4,3,4,4,4,4,3,2,3,3,4,3,2
1026.5716229207267,4,3,3,3,4,3,4,4,4,4,2,3,3,3,3,3,2
1027.4800389425218,4,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,2
1030.695226517848,4,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3
