time,Checkout1,Checkout2,Checkout3,Checkout4,Checkout5,Checkout6,Checkout7,Checkout8,Checkout9,Checkout10,Checkout11,Checkout12,Checkout13,Checkout14,Checkout15,Checkout16,Checkout17,Checkout18,Checkout19,Checkout20,Checkout21,Checkout22,Checkout23
69.57493237622822,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
69.98682048949102,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0
71.55697298517526,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
78.27099653165602,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
80.12956516409594,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
81.89202445867834,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
89.05453759664431,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
92.79200999264769,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
93.2830703595436,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
94.73150712561525,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
100.12752795173517,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
101.71820211233477,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
103.11619212553424,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
104.14624250810172,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
113.69882907256861,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
114.93361117395669,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
115.25957380172096,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1
116.11252013253514,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
117.1143705927984,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
118.96261759975354,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
121.10809637600521,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0
133.02240891443236,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
141.55188893556218,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148.20103277139165,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
149.44068104292134,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
151.38872167509308,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
152.03984450413202,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
155.37125268304473,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
159.52698332865668,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
167.41837243388838,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
167.73597971514607,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
171.3916365660614,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
173.39519304909203,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
174.80543845775114,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
176.35980937305635,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
177.05177718594243,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0
177.57897151373726,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0
179.97382057947362,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
186.02889072665832,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
188.30258386199176,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
192.79248317409025,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
192.91301205614943,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
197.46445152433117,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
198.60519974679914,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
200.0010860942299,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
202.25994463795456,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
210.9224436112577,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
212.67756398174726,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
220.17065673468528,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
226.1624062039197,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
226.4097174789087,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
237.2150234478362,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
237.9175454523898,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
240.34175926632753,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
250.60777365833346,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
251.74991656260258,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
257.24452511646024,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
266.6179058412699,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
270.43328043271924,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
275.26932210570556,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
275.9432001363317,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
278.6286027037751,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
281.1141076286933,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
282.577397485446,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
282.97088378202494,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
287.15371748982534,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
288.5755666321144,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
298.63196224732064,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
299.14985766131275,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
299.9783611326989,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
303.87513437523353,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
309.3059439002843,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
312.733806101348,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
315.3238507104304,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
315.53751140827296,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
316.5694488848265,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
320.0583079703306,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
325.56841376128875,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
326.5974616387614,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
334.552308383206,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
336.2748708055349,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
347.1495510199172,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
348.2817660483803,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
349.9830580672968,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
352.6109376526826,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
364.83646014920214,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
374.0228465494846,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
383.88372877559,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
385.0785505103577,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
388.561553031466,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
393.5279491024171,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
397.1908010369472,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
400.54222033957615,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
401.2975994165668,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
401.5748421523015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
402.8180249473557,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
409.77655341943165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
412.66086314737856,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
420.2037550857207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425.3996472554443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429.5428205838468,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444.49840089247243,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445.74132178752023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450.6102203378722,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
453.6868625686191,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
454.3113934204986,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
466.21132580187833,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
475.43040717225,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
475.64288164725014,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
476.97747559540903,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
484.9925245707082,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
488.38059851488794,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
488.56851901588317,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
490.169510182964,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
495.4345740169267,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
495.736177857251,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
498.20205789814105,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
506.2117886231675,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
507.7159435193814,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
511.8426367541825,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
512.1773388218744,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
514.319015910985,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
516.7149888856063,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
520.122061760031,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
521.6297290960932,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
525.2221689845729,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
526.0115887297528,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
528.0984715111219,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
530.3763825399716,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1
534.4917423517904,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1
539.2936359504773,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1
542.6209702302685,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1
549.055614393839,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
557.7141068477566,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
559.767912376771,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
565.0890477388076,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
577.741939271375,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
578.2467609890426,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
578.8068165468596,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
580.816893126696,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
582.5589943581749,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
585.3837188069576,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
587.8582450008345,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
603.2302097007815,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
603.6223722356198,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
610.0868915697907,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
612.866030736515,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
615.4458457087625,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
625.1056721763756,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
626.7827995973977,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
630.897111961739,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
631.0407895753058,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
635.0184411727116,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
646.4662230681199,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
647.275263879586,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
650.943121522563,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
651.5248542218549,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
653.8506205099529,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
656.1024756945149,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
656.1514922720081,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1
658.2948001926478,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1
661.5636580354809,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1
667.2451394821878,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
668.7340169590462,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
668.9434118744639,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
669.8883863188747,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1
671.699274409197,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1
675.7666615083234,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1
685.9283267829076,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
687.1694918115292,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
690.9989536782142,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
692.6646165745364,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
695.3730475498136,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
697.8835168640901,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1
698.3025853568894,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
703.8325898348623,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
704.0233417151995,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0
704.2563999086387,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
705.105086199081,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
705.4481947673074,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
705.4520617276107,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
705.4581383670944,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
707.9097120129151,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0
710.1004176096056,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0
718.2174457553591,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
719.6161895163343,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0
722.0351323904597,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
722.1437729807628,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
725.6350984989084,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
734.4498723304196,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
737.0196722583585,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1
739.4126371618274,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0
741.7057207784999,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
745.2441338029771,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0
746.4427633692659,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
747.5297691413871,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0
748.4058042319582,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
758.8479767442658,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
759.0051818972124,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
759.4202826173567,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
759.4411676575787,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
760.6648523211496,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0
766.046839639957,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0
766.3184649050647,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0
766.686142285738,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0
770.4645245210589,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0
771.1795983702872,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0
783.7307631289182,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
789.5374615867119,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0
796.7543032531089,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
798.9950540220174,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
799.3769515433816,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
802.6498451919995,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
808.0593512620604,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
815.706447737953,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
817.6169579676293,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0
818.8781712074095,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0
825.8572846449848,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
832.6618806878489,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
833.2878475522936,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
835.4910785431189,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
836.0763692752348,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
836.8428601728834,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
839.9873220517358,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
854.0257275004583,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0
855.6634341119574,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
856.8420135363584,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
859.0373069644414,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
